;sentence1;sentence2;label
82;Во-первых, проблема пишется в виде матрицы, как указано ниже.;Во-первых, проблема обозначена в виде матрицы, как написано ниже:;1
2663;В 1781 году Вирджиния повысила губернатора Томаса Джефферсона Кларка до бригадного генерала и дала ему приказ на все ополчения в графствах Кентукки и Иллинойс.;В 1781 году губернатор Иллинойса Томас Джефферсон повысил Кларка до бригадного генерала и дал ему командование всеми бойцами в графствах Кентукки и Вирджиния.;0
243;Она была написана Алленом Коултером и возглавлялась Дэвидом Чейзом, и первоначально вышла в эфир 4 марта 2001 года.;Он был написан Алленом Коултером и режиссирован Дэвидом Чейзом, и изначально вышел в эфир 4 марта 2001 года.;0
501;В 1980-е MetLife перевела программы Met English с аппаратного обеспечения Honeywell на IBM.;В 80-х MetLife Met английские программы от аппаратного обеспечения Honeywell перекочевали в IBM.;1
2606;Эллиотт тренировал Маккоя в конце 1940-х годов в баскетболе и футболе в Университете Мичигана.;Эллиотт тренировал Маккоя как в баскетболе, так и в футболе в Университете Мичигана в конце 1940-х годов.;1
764;3 января 1874 года испанский президент Ио Кастелар был отстранен от должности и заменен Франсиско Серрано.;3 января 1874 года испанский президент Франсиско Серрано был смещен с поста и был заменен на Ицо Кастелара.;0
2545;Лидером колледжа является Стив Маршалл, а ассистентом руководителя - Дэнни Хаббол.;Глава колледжа - Стив Маршалл, а помощник руководителя - Дэнни Хабболл.;1
2241;Премьера второго сезона состоялась 7 июля 2017 года. Третий сезон открылся в марте 2017 года.;Премьера третьего сезона состоялась 7 июля 2017 года, а второй сезон ввели в эксплуатацию в марте 2017 года.;0
1616;"Абель Аганбегян (1972 г. р., Новосибирец) - российский экономист, президент компании ""Мицекс"", сын известного советского экономиста Рубена Аганбегяна.";"Рубен Аганбегян (род.1972 г.р. в г. Новосибирск) - российский экономист, президент компании ""Мицекс"", сын знаменитого советского экономиста Абеля Аганбегяна.";0
2677;В Брюсселе насчитывается приблизительно 50.000 компаний, из которых около 2.200 являются иностранными.;В Брюсселе насчитывается около 50.000 предприятий, из которых около 2.200 являются иностранными.;1
1401;В них состоят почти 30 экспатов, некоторые из которых являются членами Коммунистической партии США, а другие - писателями левого толка или учителями английского языка.;Их состоят почти из 30 человек, причём некоторые члены Коммунистической партии США, а другие - английские писатели или учителя левого толка.;0
1266;Джеймс Пью / James Pugh (род. 4 марта 1983 года в Уэльсе) - кипрский регбист, выступающий за сборную Cyprus Rugby - Union с 2007 года.;Джеймс Пью / James Pugh (род. 4 марта 1983 года в Кипрусе) - кипрский регбист, выступающий за валлийскую команду Welsh Rugby - Union с 2007 года.;0
2405;Oecomys rutis, также известный как красная карбонарная кумыс или красноватая рисовая крыса, является видом грызунов из рода Oecomys семьи Cricetidae.;Oecomys rutidid, также известный как красноватые экомис или красная рисовая крыса Арборел, является видом грызуна в классе Oecomys из семейства Cricetidae.;0
1005;Сойер, родившийся в округе Ли, штат Миссисипи, переехал со своими родителями в округ Шелби, штат Алабама.;Сойер родился в округе Ли, штат Миссисипи, вместе с родителями переехал в округ Шелби, штат Алабама.;1
2450;Элбрик говорил на португальском, испанском, французском и немецком языках и считался экспертом по Иберии и Восточной Европе после Второй мировой войны.;Эльбрик говорил по-французски, испански, португальски и немецки и считался экспертом по Иберии и Восточной Европе после Второй Мировой войны.;1
2458;Квантовая жидкость относится к любой системе, которая проявляет квантовые механические эффекты на макроскопическом уровне, такие как сверхжидкости, сверхпроводники, ультрахолодные атомы и т.д.;Под квантовой механической жидкостью понимается любая система, демонстрирующая макро-скопические эффекты на квантовом уровне, например, сверхжидкости, сверхпроводники, ультрахолодные атомы и т.д.;1
697;В 1909 году он погиб в Калгари и был похоронен в Монреале.;Он скончался в 1909 году в Монреале и был похоронен в Калгари.;0
819;Боулер родился в Окланде, Новая Зеландия, но в юности переехал в Австралию и вырос в Брисбене.;Боулер родился в Окланде, Новая Зеландия, но переехал в Брисбен, когда был молод и рос в Австралии.;0
3689;Самец Austroaefica muelleri окрашен в синий цвет с желтыми отметками, а самка - в коричневый с черными отметками.;У самца Austroaebique muelleri черный цвет с синими пометками, а у самки коричневый цвет с желтыми отметками.;0
841;Станция расположена рядом со станцией Хеттецу Нагоя, конечной станцией железнодорожной дороги Нагоя, а также станцией Кинтэцу Нагоя, конечной станцией железнодорожной линии Кинтецу Нагоя.;Станция расположена по соседству с Линией Кинтетсу Нагоя, конечной станцией Нагойской железной дороги, а также станцией Кинтетсу Нагоя, конечной станцией Итетсу Нагоя.;0
3177;Во время оккупации Латвии нацистской Германией LETA находился в подчинении немецкого информационного агентства DNB.;Во время оккупации Латвии нацистской Германией DNB было подчинено немецкому агентству новостей LETA.;0
462;Родилась в Сан-Хосе, Калифорния, выросла в Маниле, Филиппины.;Родилась в Маниле, Филиппины, выросла в Сан-Хосе, Калифорния.;0
1756;Впервые этот вид был официально описан английским ботаником Джеймсом Эдвардом Смитом в Annals of Botany в 1805 году. Тип был собран в Порт-Джексоне.;Этот вид был впервые официально собран в 1805 году английским ботаником Джеймсом Эдвардом Смитом в Annals of Botany. Это биологический вид, описанный в Порт-Джексоне.;0
3056;В число других финалистов попали Wall Street Journal, New York, Vanity Fair и National Geographic.;В число других финалистов вошли The Wall Street Journal, New York, Vanity Fair и National Geographic.;1
97;Eupithecia encschurica - разновидность семейства Geometridae, встречающаяся в Японии (Амур) и России.;Eupithecia ashurica является разновидностью семейства Geometridae. встречается в России (Амуре) и Японии.;0
1395;В Европе он не выставлялся на продажу, а продавался только в США.;В Европе оно не продавалось, а продавалось только в США.;0
3888;Песня попала в десятку лучших чартов в Валлонии (Бельгия) и Великобритании.;Песня заняла верхние десятку чартов Бельгии (Валлония) и Великобритании.;1
1569;После сезона 1971 года, Коллинз был обменен Тиграми на Кливлендских Индиан в обмен на Эда Фармера вместе с Томом Тиммерманном.;После сезона 1971-го Тигры обменяли Эда Фармера на Индейцев Кливленда в обмен на Коллинза вместе с Томом Тиммерманном.;0
1925;Модель MSM может быть определена как в дискретном, так и в непрерывном режиме времени.;Модель MSM может быть определена и в непрерывном времени, и в дискретном времени.;1
413;Он переехал в Оттаву в 1891 году и обосновался в штате Иллинойс.;Он переехал в Оттаву и обосновался в штате Иллинойс в 1891 году.;0
2494;В 1995 году получила первое шоу Такараинка Бу Холл (Гранд Шанхай), второе - в 1997 (Шанхай Хейтс).;"Она завоевала свое первое шоу ""Takaraoka Bow Hall"" (Большой Шанхай) в 1995 году и второе (Большие высоты) в 1997 году.";0
2774;Хант вернулся в Венице, Калифорния, до 1976 года, когда он переехал в Нью-Йорк.;Хант вернулся в Венице, Калифорния, до 1976 года, когда он переехал в Нью-Йорк.;1
719;В теории конечных групп расширенный тронный голай-код иногда называют тронным голая-кодом.;В теории тронной группы расширенный тронный код Голая иногда называют конечным кодом Голай.;0
1516;Школа была взята под контроль Патриком Килроем в 1960-х годах, а в 1999 году его сын Чарльз Kilroy взял на себя руководство колледжем.;Школу в 1960-х годах взял под свой контроль Патрик Килрой. Его сын Чарльз Килрой взял на себя управление колледжем Килрой в 1999 году.;1
2460;"После победы в 2001 году в НРЛ хозяева поехали в Англию играть на World Club Challenge 2002 против чемпионов Суперлиги, ""Брэдбуллс"".";"Выиграв Суперлигу 2001 года, англичане отправились в Англию, чтобы сыграть Мировой Клубный Вызов 2002 года против чемпионов NRL, ""Брэдли Буллз"".";0
642;Однако Ромуальд перебил часть римской армии в Форино, между Авеллино и Салерно, и разрушил ее.;Однако в Форино, между Авеллино и Салерно, Ромуальд интернировал и разрушил часть римской армии.;1
2256;Он окончил Мансфилдский колледж и юридический факультет Камберлендского университета в Ливане, Теннесси, в 1872 году.;Он окончил в 1872 году Cumberland University и Legal Department of Mansfield College, Lebanon, Tennessee.;0
2831;В 1727 году Мэри Карр вышла замуж за Калеба Карра, дочь Линдона Карра (Стэнтон) и внучку губернатора Эдварда и Ханны.;В 1727 году Линдон женился на Марии Карр, дочери Эдварда и Ханны (Стэнтон) Карр, и внучке губернатора Калеб Карр.;0
999;В парке свыше 3,5 миллиона фонарей, а один только проложенный пешеходный мост освещает более 75 тысяч фонарей.;Парк может похвастаться более чем 3,5 миллионами фонарей, а только на пешеходном мосту установлено более 75 тысяч светильников.;1
58;Вторая часть трилогии была выпущена в феврале 2007 года, и заключительная часть была выпущена в апреле 2008 года.;Заключительная часть трилогии была выпущена в феврале 2007 года, а вторая часть вышла в апреле 2008 года.;0
2157;В 1960 году Ардли женился на Бриджит Гантли, у пары родилась дочь. В 2003 году он женится на Вивиан Уилсон. Он умер в Милфорде, графство Дербишир.;В 1960 году Ардли женился на Бриджит Гантли, у пары родилась дочь, в 2003 году он был женат на Вивьен Уилсон и умер в Милфорде, графство Дербишир.;1
1981;"Он ранее играл за ""Вулкемптон Файтерс"", ""Киминстер Харриерс"", ""Мансфилд Таун"", ""Линкольн Сити"", ""Нортгемптон Таун"", ""Честерфилд"" и ""Гейтсхед"".";Ранее он играл за Wolvermampton Ferrers, Kiemminster Harriers, Mansfield Town, Lincoln City, Northampton Town, Chesterfield and Gatestead.;0
2285;"О предыстории этих событий читайте в ""Истории Малайзии"" (History of Malaysia).";Чтобы прочитать о предыстории этих событий, посмотрите историю Малайзии.;1
1950;Мюррей родился в Сент-Альберте, Альберта, но вырос в Калгари, Alberta.;Мюррей родился в Калгари, Альберта, но вырос в Сент-Альберте, Алберта.;0
431;Студенты ТЮЗа принимают участие в крупнейших международных мероприятиях, таких как II Международный студенческий форум в Риме, Италия и III Международный студенческий форум в Берлине, Германия.;Студенты принимают участие в крупных международных мероприятиях, таких как III Международный студенческий форум в Риме, Италия, а также 3-й Международный Студенческий Форум в Берлине.;0
1648;Сезон 2009 Superstars Series был третьим сезоном Conato Italiano Superstars (чемпионата Италии) и шестым сезоном Международной серии Суперзвезд.;Сезон 2009 года Серии Суперзвезд стал шестым сезоном чемпионата Италии Суперзвезд (Conato Italiano Superstars Championship) и третьим сезоном Международной серии Суперзвезд.;0
1305;На выборах в мэры Кливленда в 1915 году он потерпел поражение от своего соперника Петера Витта.;Давид победил своего противника Питера Витта на выборах мэра Кливленда в 1915 году.;0
494;House meeting, книга Лано и Вудли, была опубликована в 1996 году издательством Penguin Books, с иллюстрациями Эндрю Дентона и предисловием Woodley.;Книга Housemeeting by Lano and Woodley была опубликована в 1996 году издательством Penguin Books с иллюстрациями Вудли и предисловием Эндрю Дентона.;0
796;Саймон Батлер (умер в 1755 году) был иммигрантом из Уэльса, прибывшим в Пенсильванию в 1712 году со своим кузеном Симоном Мэтьюзом.;Саймон Батлер (р. 1755) был эмигрантом из Уэльса, который в 1712 году приехал в Пенсильванию вместе с кузеном Симоном Мэтьюсом.;0
1179;Маунт ДеВо (Mount DeVoe), гора на острове Ванкувер в провинции Британская Колумбия, Канада, расположенная к юго-востоку от Голд-Ривер и к югу от Rambler Peak.;Гора Де Воу (DeVoe) расположена на острове Ванкувер в Британской Колумбии в Канаде, на юге Золотой реки и в провинции к югу от города Рамблер Пик (Rambler Peak).;0
2046;Колледж был основан в 1438 году Генрихом VI Английским и Генри Кихеле (членом Нового Колледжа и архиепископом Кантербери).;Колледж был основан Генрихом Шестым (Генри Кихель) из Англии и Генрихом VI (Феллоу Нового Колледжа и архиепископ Кэнтербери) в 1438 году.;0
3011;Мартовская версия 2000 г. вышла ограниченным тиражом, а французская версия в твердом переплете появилась в 2002 г.;Мартовский выпуск 2000 года был выпущен ограниченным тиражом, а в 2002 году был опубликован французский вариант в твердой обложке.;1
2351;Есть скамейки, французская автостоянка (в основном для людей с ограниченными возможностями) и 3 небольших сада.;Есть скамейки, небольшая парковка (в основном для инвалидов) и 3 французских сада.;0
3785;Хантингтон - город в графстве Бейкер на восточной границе штата Орегон.;Хантингтон (Huntington) - город в штате Орегон, расположен на восточной границе округа Бейкер в Соединенных Штатах Америки.;0
1596;Eman Ukpa - деревня в районе Уруан местного правительства штата Аква-Ибом, Нигерия. Народ бибио - жители деревни Эман-Укпа.;Эман Укпа - деревня в районе местного самоуправления Уруан штата Аква Ибом в Нигерии. Народ Ибио является жителями деревни Эман Укпа.;1
649;В числе других известных спа-городов Сандански, Хисарья, Банкя, Девин, Кюстендил, Варшец, Велингард.;Среди других знаменитых спа-городов: Сандански, Хисарья, Банкья, Девин, Кюстендил, Варшец и Велингард.;1
2342;Выборы Совета Oldham Metropolitan Borough Council в 1999 году состоялись 6 мая 1999 года для избрания членов Олдхэмского Совета в Greater Manchester, England.;Выборы в Совет городского округа Олдхэм (Oldham Metropolitan Borough Council) в 1999 году состоялись 6 мая 1999 года и были посвящены избранию членов Совета в Большом Манчестере (Greater Manchester), Англия.;1
1236;В США 81 путь имеет восемь спецмаршрутов: три в Техас, один в Оклахому, два в Канзас и два в Северную Дакоту.;В США 81 маршрут имеет восемь специальных маршрутов. Три из них находятся в Техасе, один в Оклахоме, два в Канзасе и два в Северной Дакоте.;1
773;Провинцией с самым низким уровнем преступности в 2006 году третий год подряд был Квебек, где он составлял 5 689 на 100 000 жителей, за которым следовал Онтарио с 5 909 на 100000 жителей.;Провинцией с самым низким уровнем преступности третий год подряд в 2006 году был Онтарио, где он составил 5 689 на 100 000 жителей, за которым следует Квебек с 5 909 на 100000 жителей.;0
2483;Самая высокая температура была зарегистрирована 28 апреля 1981 г., а самая низкая - 19 декабря 1981 г.;Наивысшая рекордная температура была 28 апреля 1981 года, в то время как низшая рекордная температура - 19 декабря 1981 года.;1
2866;Часовой механизм был установлен в 1695 году, а сегодняшние работы были заменены в 1792 году.;Механизм часов был заменен в 1695 г., и нынешние работы были установлены в 1792 г.;0
3367;Анастасия Ничипенко / Anastasia Nychyporenko (род. 28 января 1995 г) - молдавская спортсменка украинского происхождения.;Анастасия Ничипенко / Anastasiya Nychyporenko (род. 28 января 1995 г) - украинская биатлонистка молдавского происхождения.;0
3595;Город Отисфилд, в настоящее время находящийся в графстве Оксфорд, до 1978 года входил в состав графства Камберленд.;Город Отисфилд, расположенный сейчас в графстве Камберленд, до 1978 года входил в состав Оксфордского округа.;0
855;Она финишировала восьмой на чемпионате мира 2005 года и 12-й на мировом чемпионате 2006 года в помещении.;Она финишировала 12-й на чемпионате мира 2005 года и восьмой на мировом чемпионате 2006 года в помещении.;0
1815;Венский ледовый ревю гастролировал по большинству стран Европы, в том числе Германии, Италии, Нидерландам, Швейцарии, Венгрии, Чехословакии, Бельгии, Франции и Испании.;Венский ледовый ревю гастролировал по большинству европейских стран, включая Германию, Италию, Нидерланды, Швейцарию, Венгрию, Чехословакию, Бельгию, Францию и Испанию.;1
1955;"""Стеклянный дом"" - иранский документальный фильм 2009 года Хамида Рахманяна (режиссер и редактор) и Мелиссы Хиббард (продюсер и сценарист).";"""Стеклянный дом"" - иранский документальный фильм 2009 года Мелиссы Хиббард (режиссер и редактор) и Хамида Рахманяна (продюсер и сценарист).";0
1254;Данная версия была опубликована 18 августа 2016 года в Европе и Австралии, а 5 января 2017 года - в Северной Америке.;Данная версия была выпущена в Северной Америке 18 августа 2016 года, а в Европе и Австралии 5 января 2017 года.;0
3391;Он был продан лорду Кромвелю в 1605 г. и сделан сэру Фрэнсису Бланделлу в 1636 г.;Оно было продано лорду Кромвелю в 1605 г. и передано сэру Фрэнсису Бланделлу в 1636 г.;0
473;Горный массив Цаншань, или Кан, - горный массив, расположенный прямо к западу от города Дали в юго-западной китайской провинции Юньнань.;Цаншань или гора Канг - это горный хребет, расположенный непосредственно к западу от города Дали в провинции Юньнань на юго-западе Китая.;1
1923;Девочки видят Redcoat и следуют за ней в сад Алисон, а она поворачивается, и мы обнаруживаем, что это Спенсер и что она не умерла.;Девочки видят Redcoat и следуют за ней в сад Алисон, а она поворачивается, и мы обнаруживаем, что это Спенсер и что она не умерла.;1
2958;По состоянию на 2000 год медианный доход на семью в городе составлял $43 442, а средний доход на семью - $51 126.;По состоянию на 2000 год средний доход на домохозяйство в городе составлял $43,442, а медианный доход для семьи составлял $51,126.;0
3140;Сначала он нанял певца Нусрата Хуссаина из Jupiters, а затем бывшего гитариста Vital Signs Али Азмата на клавишные.;Сначала он нанял на работу певца Али Азмата из Jupiters, а затем бывшего лид-гитариста из Vital Signs Нусрата Хуссаина (Nusrat Hussain) на клавишные.;0
2454;Эл Смит (Д) был избран спикером от Harold J. Hinman (R) и 3 от Michael Schaap (P) 102 голосами против 42.;Майкл Шаап (D) был избран спикером 102 голосами против 42 за Harold J. Hinman (R) и 3 за Al Smith (P).;0
360;Eoacmaea albonotata - вид морской липы, настоящий лимпет, морской гастроподный моллюск в семействе Eoacmaeidae, одно из семейств настоящих лимпетов.;Eoacmaea albonotata - вид морских млекопитающих, настоящий лимпет, морской гастроподемоллуск в семействе Эоакмеевых, одно из семейств истинных лимппетов.;0
1672;Был приглашенным спикером ICM в Торонто в 1924 г., в 1932 г. в Цюрихе и в 1936 г. в Осло.;В 1924 он выступал в качестве приглашенного представителя ICM в Торонто, Осло в 1932 и Зуриче в 1936.;0
2184;Данная порода наиболее распространена в Eppynt, Llanwrtyd Wells, Afiyn и Llanafan Fawr и не очень известна за пределами Уэльса.;Эта порода наиболее распространена в Eppynt, Llanwrtyd Wells, Africyn и Llaanafan Fawr и вряд ли известна за пределами Уэльса.;1
1908;В 1930 году Барбара Гарт Джонс вышла замуж за Эрика Химера и родила дочерей Асию Мэри (b1932) и Джанет (b1936).;Барбара Гарт Джонс вышла замуж за Эрика Хеммера в 1930 году, и у них были дочери Джесия Мэри (b1932) и Джанет (b1936).;0
1344;Выбранные польские дворяне, в общей сложности 47 человек, были приняты в литовские семьи и награждены польскими геральдическими гербами.;Выбранные литовские дворяне, в общей сложности 47, были приняты в польские геральдические семьи и получили польский герб.;0
2941;5-й генерал Робин Винсент Серби (родился 20 июля 1960 года) - бывший офицер британской армии, командовавший майорской дивизией.;"Робин Винсент Серби / Robin Vincent Searby (род. 20 июля 1950 года) - бывший офицер британской армии, командовавший дивизией ""Майор"" (Major Division).";0
396;Нэсби Фипс появился в документальном фильме Mylights производства Nowhere Studios, представленном Converse и вышедшем в прокат 4 декабря 2015 года в Великобритании.;Несби Фипс был выпущен в документальной ленте Mylights, созданной компаниями Nowhere Studios и Converse и опубликованной в Великобритании 4 декабря 2015 года.;1
3168;Он остался в Лондоне после 1815 года, когда умерла его жена, но со снижением его здоровья он вернулся в 1825 году, чтобы жить в Уэльсе.;Он остался в Уэльсе после 1815 года, когда умерла его жена, но со своим здоровьем он вернулся жить в Лондон в 1825 году.;0
174;Сойер родился в графстве Шелби, Алабама, и вместе с родителями переехал в графство Ли, Миссисипи.;Родившийся в округе Шелби, Алабама, Сойер вместе с родителями переехал в округ Ли, штат Миссисипи.;1
2083;Сербский язык состоит из нескольких диалектов, стандартный язык основан на стокавском диалекте.;"Сербский язык состоит из нескольких диалектов; стандарт языка основан на стокавинском диалекте.";1
3496;Двумя годами позже, 25 июля 1974-го, 709-я эскадра была переименована в эскадрилью тяжелых бомбардировщиков Very 709-й.;Спустя два года, 25 июля 1967 года, 709-я дивизия была переименована в эскадрилью тяжелых бомбардировщиков, очень 709-я.;0
2014;Церковь была занесена в список достопримечательностей города Санта-Барбара 17 мая 2016 года.;Церковь была основана 17 мая 2016 года как достопримечательность города Санта-Барбара.;0
2682;"Рейс 415 ""Аэрофлота"" (Reys 415 Aeroflota) - внутренний пассажирский рейс компании Аэрофлот из Симферополя в Сочи с остановкой во Львове.";Рейс Аэрофлота № 415 (Рейс 415 Аэрофлота) выполнялся на внутренних регулярных пассажирском рейсе Аэрофлота по маршруту Львов - Сочи с промежуточной посадкой в Симферополе.;0
275;"""Справочник южноамериканских индейцев"" (Handbook of the South American Indians) представляет собой монографическую серию опубликованных научных и справочных томов по этнографическим исследованиям, изданных Смитсоновским институтом в период между 1940 и 1970 годами.";"""Справочник южноамериканских индейцев"" (Handbook of South American Indians) представляет собой монографическую серию отредактированных научных и справочных томов по этнографическим исследованиям, изданных Смитсоновским институтом в период между 1940 и 1950 годами.";0
387;Его сестра Мэри (родившаяся 25 февраля 1956 года) победила на 1500 м в Эдмонтоне в 1977 году, а затем стала чемпионкой игр Содружества в Сан-Себастьяне в 1978 году.;Его сестра Мэри (родилась 25 февраля 1956 года) победила на 1500 м в Сан-Себастьяне в 1977 году и была назначена на Игры Содружества в Эдмонтоне - Чемпионкой в 1978 году.;0
3091;Сойер, родившийся в округе Ли, Миссисипи, переехал с родителями в округ Шелби, штат Алабама.;Сойер родился в графстве Шелби в Алабаме и переехал со своими родителями в графство Ли, Миссисипи.;0
246;Железнодорожный вокзал Тайцзи (провинция Чжэцзян) - железнодорожная станция железнодорожной магистрали Юнтайвэнь (Yongtaiwen Railway), расположенная в китайском городе Тэйцзы (Zhejiang, People's Republic of China).;"Железнодорожная станция ""Тайцзин"" (Zhejiang Province) - железнодорожная станция железной дороги Yongtaiwen Railway, расположенная в г. Тайцзе в провинции Чжэцзян Китайской Народной Республики.";1
701;Он родился 5 мая 1940 года в Константинополе (Стамбул) и умер от рака в Афинах 19 ноября 2011 года.;Он родился 5 мая 1940 года в Константинополе (Афинах) и скончался от рака в Стамбуле 19 ноября 2011 года.;0
2726;Она родилась 18 декабря 1814 года в Харроне, Коннектикут, но позже в Литчфилде, штат Огайо.;Она родилась 18 декабря 1814 г. в Литчфилде, штат Огайо, но потом находилась в Броне, штат Коннектикут.;0
3195;Лей (румынский лей) с 1867 года - символ: в леях также см. Множественное число (Plural Leu).;Валюта: лей (румынский лей) (с 1867 года): L См. также во множественном числе лей.;1
2495;Стихотворение сохранено в четырех современных рукописях, одна из которых фрагментарна:;Стихотворение сохранено в четырех современных рукописях, одна из которых фрагментирована:;1
2255;"ЗАО ""Авиакомпания"" Добролет ""(грузовая авиакомпания, базирующаяся в Москве, Россия. Основана в 1992 году и выполняла грузовые чартерные перевозки по всему миру.";"ЗАО Авиакомпания ""Добролет"" - грузовая авиакомпания, базирующаяся в Москве, Россия. Она была создана в 1992 году и выполняла чартерные перевозки по всему миру.";1
3893;Вступивший в должность Джордж Аллен баллотировался на третий срок, но проиграл демократу Роббу.;Демократ Роб Робб, прозябающий у власти, баллотировался на третий срок, но уступил республиканцу Джорджу Аллену.;0
3814;У него были кудрявые волосы и в целом он был хорош с красивым лицом.;У него были вьющиеся волосы и в целом красавец с хорошей фигурой.;0
2818;Маккарти родился в Окланд, но переехал с родителями в Сан-Франциско, Калифорния, в возрасте четырех лет.;Маккарти родился в Сан-Франциско, Калифорния, но переехал в Аукленд со своими родителями в возрасте четырех лет.;0
2586;Equipoise представляет собой альбом гитариста Ларри Корьелла, который был записан в 1985 и выпущен на лейбле Muse.;Equipoise это альбом гитариста Ларри Корьелла, который был записан в 1985 году и выпущен на лейбле Muse.;1
2110;В эпизоде сериала The Tonight Show 1985 года, в котором главную роль исполняет Джонни Карсон (Johnny Carson), он упоминает эту историю и рассказывает ее Эду Макмэхону (Ed McMahon) по сюжету.;В эпизоде сериала The Tonight Show с Джонни Карсоном в 1985 году Джонни упоминает историю и рассказывает о сюжете Sidekick Эда Макмэхона.;0
1362;"Фитолиты могут быть бесцветными, светло-коричневыми, или прозрачными; большинство - непрозрачными.";Фитолиты могут быть бесцветными, светлокоричневыми или непрозрачными, большинство из них прозрачны.;0
396;В настоящее время для татарского языка используются три письменности: арабика (в Татарстане), кириллица (на территории Китая и Казахстана) и латиница (неофициально).;В настоящее время для татарского языка используются три письменности: арабская (Китай), кириллица (в Татарстане и Казахстане) и латиница (неофициально).;0
828;Его полицейская карьера началась в Сан-Антонио, Техас, а до возвращения в Сан-Диего он был полицейским в Сан-Франциско.;Карьеру в полиции он начал в Сан-Антонио, штат Техас, и до возвращения в Сан-Диего был офицером полиции Сан-Франциско.;1
907;"Профессионально дебютировал в Российской футбольной премьер-лиге за курский ФК ""Авангард"" 11 сентября 2014 года в матче против ФК ""Чертаново"" Москва.";"Дебютировал на профессиональной арене в Российской футбольной премьер-лиге за московский ФК ""Чертаново"" 11 сентября 2014 года в игре против курского БК ""Авангард"".";0
2408;"Valerie on the Stairs - это второй эпизод восьмого сезона ""Мастера ужаса"".";"Валери на лестничной клетке - восьмой эпизод второго сезона ""Мастеров ужасов"".";0
2178;Вторая крепость была построена в 1280 году в камне сыном Дмитрия Александровича Александром;Второе укрепления было выстроено в камне в 1280 году сыном Александра Дмитрием Александровичем.;0
3346;К 2003 году сеть расширилась до восьми объектов - четыре дополнительных места в Лос-Анджелесе, плюс два магазина в Сиэтле и два в Портленде, штат Орегон.;К 2003 году сеть расширилась до восьми объектов - четыре дополнительных места в Сиэтле, плюс два магазина в Лос-Анджелесе и два в Портленде, штат Орегон.;0
